,asin,productTitle,primaryCategory,secondaryCategory,brand,price,itemModelNumber,imageURLHighRes,ranking,productDimensions,shippingWeight,domesticShipping,internationalShipping,discontinuedByManufacturer,batteries
750,B00C7JQ04W,"Honour Women's Body Cream, 6.8 Fl Oz",Beauty & Personal Care,Luxury Beauty,AMOUAGE,130.00,30013008,"['https://images-na.ssl-images-amazon.com/images/I/41MJhPTVxsL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41jX6Ue-VSL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31NDGzwLzEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31kDn3LWC9L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21Nft0xAyKL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21dPKiEsBjL.jpg']","1,649,587",5.7 x 3.4 x 5.7 inches ; 441 pounds,2.3 pounds,,,,
751,B004CR9DAU,"Sun Diffusing Protector, 6-Ounce",Beauty & Personal Care,Luxury Beauty,Bioelements,,,['https://via.placeholder.com/250?text=Image+Not+Available'],"1,363,270",2.3 x 2.3 x 6.7 inches ; 15 ounces,15.2 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
752,B00794W42M,Rose Bar Soap,Beauty & Personal Care,Luxury Beauty,Gianna,,,"['https://images-na.ssl-images-amazon.com/images/I/51H7WxE%2BVML.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Y1wAQvTPL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ND0sZJ1iL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/315HF5AAFrL.jpg']","485,723",,4.8 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
753,B00FPP9MJU,Elite Ceramic Dryer,Beauty & Personal Care,Luxury Beauty,CHI,,,['https://via.placeholder.com/250?text=Image+Not+Available'],"1,397,488",,nan,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
754,B00HNTGBZ4,"Mio Goodbye Stretch Marks Visible Stretch Mark Minimiser, 3.4 fl. oz.",Beauty & Personal Care,Luxury Beauty,Mama,60.00,60255,"['https://images-na.ssl-images-amazon.com/images/I/41pz48kiyvL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51sNS1J0jEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41vF%2BWEMSRL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/310eCPYiQZL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61t94SilJZL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41KF32jBmXL.jpg']","122,870",1.8 x 1.8 x 7 inches ; 6.4 ounces,7 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
755,B00EDTB82I,Cosmetics GrandeFACE Lift,Beauty & Personal Care,Luxury Beauty,Grande,,GN8002,"['https://images-na.ssl-images-amazon.com/images/I/41qiey6D5rL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31kkXWoWfVL.jpg']","481,776",12 x 6 x 12 inches ; 1.12 ounces,3.4 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
756,B002NM0RU6,After Bath Moisturizer - Moroccan Rosemary (8 oz),Beauty & Personal Care,Luxury Beauty,Epicuren,40.00,B466-8A,"['https://images-na.ssl-images-amazon.com/images/I/41-UOIo%2B7KL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31SXMlBrNcL.jpg']","394,310",2.5 x 2.5 x 6.2 inches,10.4 ounces,,,,
757,B00BPEUD4S,"Tropez Self Tan Bronzing Mousse, 1.69 fl. oz.",Beauty & Personal Care,Luxury Beauty,St.,,NLA123984,"['https://images-na.ssl-images-amazon.com/images/I/312bKe4yqSL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31dsOfDuV2L.jpg']","348,556",1.4 x 1.4 x 4.9 inches ; 3.2 ounces,3.2 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,,Yes
758,B00KYN6XIG,"Bisse C+C Vitamin Body Lift, 5.3 Oz",Beauty & Personal Care,Luxury Beauty,Natura,,32D305,"['https://images-na.ssl-images-amazon.com/images/I/21YBaq3JDOL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31nE1wb6rrL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31l9LglGKXL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31pYdc9F2%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21LLy4%2B0VUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/1102zRO-CAL.jpg']","820,155",2 x 2 x 7.9 inches ; 7.2 ounces,8.8 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
759,B00ZZAYVVY,Berry Diva Eye Brow Wet  Dry Powder,Beauty & Personal Care,Luxury Beauty,Lord,,1753,"['https://images-na.ssl-images-amazon.com/images/I/41NtpR6CaOL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/518sl%2BAl4WL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31SGyIgaELL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41jCm%2BubupL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51lE4fKjx1L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41BcQ0x8cUL.jpg']","1,335,993",1.5 x 1.5 x 0.8 inches,0.3 ounces,,,,
760,B011CG42O0,"Marini Skin Research Marini Luminate Face Mask, 1 oz.",Beauty & Personal Care,Luxury Beauty,Jan,85.00,,"['https://images-na.ssl-images-amazon.com/images/I/41dWvuO1THL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51%2BiLLB6u0L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51SUv0xZksL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31Cvf9-4zZL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51qVvronEIL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51a6E7J08uL.jpg']","630,082",2.5 x 2.5 x 1.9 inches ; 2.4 ounces,2.4 ounces,,,,
761,B004V2QJVC,"Couture Eau de Parfum Spray with Charm, 1 fl. oz.",Beauty & Personal Care,Luxury Beauty,Juicy,,JUIF40123,"['https://images-na.ssl-images-amazon.com/images/I/31%2BT1aKtoDL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41skf-cRVnL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31VJUb7P%2BhL.jpg']","695,150",5 x 4 x 6 inches ; 6.1 ounces,5 ounces,,,,
762,B0011FQBO2,"SKIN Anti-Redness Serum, 1 fl. oz.",Beauty & Personal Care,Luxury Beauty,PCA,48.75,21146,"['https://images-na.ssl-images-amazon.com/images/I/41s7HaWFiTL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41PhiK5ytwL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31xsweGlaML.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41kzNyWyrmL.jpg']","27,087",1.3 x 1.3 x 4 inches ; 4 ounces,8 ounces,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,
763,B00IOTLGC0,"Brown Replenishing Hand Cream, Rhubarb  Rose, 1.4 fl. oz.",Beauty & Personal Care,Luxury Beauty,Molton,,,['https://images-na.ssl-images-amazon.com/images/I/41oQDzorv%2BL.jpg'],"702,857",1.8 x 1 x 1 inches,0.3 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
764,B00FYSZDQ4,WOW Root Cover Up,Beauty & Personal Care,Luxury Beauty,COLOR,34.50,CW543,"['https://images-na.ssl-images-amazon.com/images/I/41NtKiiw5nL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51QSek4FlpL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41bYDqg-McL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51-mOEk9XvL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41inOqjx-kL.jpg']","4,218",5 x 2.2 x 0.6 inches ; 0.16 ounces,2.4 ounces,,,,
765,B00FFCBZ8Y,Tan Starter Kit,Beauty & Personal Care,Luxury Beauty,Self,,U-SC-3468,['https://via.placeholder.com/250?text=Image+Not+Available'],"783,594",2.8 x 2 x 0.3 inches,6.4 ounces,,,,Yes
766,B000Z5Y2D6,"Real Men's Body Soap, Classic Scent, 5.6 Ounce",Beauty & Personal Care,Luxury Beauty,Musgo,,199EXP,['https://images-na.ssl-images-amazon.com/images/I/41HRTsBb4rL.jpg'],"329,713",1.2 x 2.4 x 3.5 inches ; 5.4 ounces,5.6 ounces,,,,
767,B0128S8KVC,Geller New York Lipstick,Beauty & Personal Care,Luxury Beauty,Laura,21.00,00-LCV004-R1,"['https://images-na.ssl-images-amazon.com/images/I/41RE7dyY25L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41-m9-CxS5L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/411%2B8WJvB2L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21HZOJAUNtL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41h9EfHhmkL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31KsGDy4kwL.jpg']","689,720",0.9 x 0.9 x 3 inches,0.6 ounces,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,
768,B00B6EUOIC,DE MARLY Godolphin Men's Edp Spray,Beauty & Personal Care,Luxury Beauty,PARFUMS,,PM0500PV,"['https://images-na.ssl-images-amazon.com/images/I/41JamA0CJaL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31kPvbmQI5L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/416pHvCVYrL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41-BFJhbAFL.jpg']","659,869",0.5 x 3 x 5.5 inches ; 4.2 ounces,15.5 ounces,,,,
769,B007DIVH72,"Time to Energize Exfoliating Cleansing Gel for Men, 3.4 Fl Oz",Beauty & Personal Care,Luxury Beauty,AHAVA,,RB72,"['https://images-na.ssl-images-amazon.com/images/I/31cW1pPQYZL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41rAI7%2B6QoL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31oJorlQT0L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31cdTw9AStL.jpg']","490,289",2 x 2 x 6.1 inches,2.9 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
770,B00D8JFJA6,"COSMETICS Concealer, Fair Golden, 0.5 fl. oz.",Beauty & Personal Care,Luxury Beauty,AMAZING,,ACFG,['https://images-na.ssl-images-amazon.com/images/I/41Pt-SyqKnL.jpg'],"705,437",1 x 1 x 4 inches,1.3 ounces,,,,
771,B01CPR7BKW,"Clear Deep Cleansing Mask, Kaolin Clay, 2 Ounce",Beauty & Personal Care,Luxury Beauty,COSMEDIX,42.00,8770440,['https://images-na.ssl-images-amazon.com/images/I/31lx1yw0SpL.jpg'],"246,238",5 x 2 x 5 inches,0.3 ounces,,,,
772,B004EHOM54,"PARIS S.O.S. Abdomen Firm and Reshape, 6.7 fl. oz.",Beauty & Personal Care,Luxury Beauty,ORLANE,,3359997001000,"['https://images-na.ssl-images-amazon.com/images/I/215gG-KLdRL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41-z%2BtfkWJL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31eujWBWBlL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/610ZPpJS%2BxL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41jVa7Tk0QL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31%2BgVMWrCGL.jpg']","987,119",1.9 x 1.9 x 7.1 inches ; 7 ounces,8.8 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
773,B015ENQEUM,"LONDON Nail Polish, Twelve Months of Manis.",Beauty & Personal Care,Luxury Beauty,butter,,,"['https://images-na.ssl-images-amazon.com/images/I/51gWkVx1q9L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51uCBLdbKgL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/312gnjLIzeL.jpg']","729,676",8.8 x 5.4 x 1.4 inches ; 1.35 pounds,1.4 pounds,,,,
774,B00IDAH3CC,Chateau Cheeks Powder Blush in Savvy.14 Ounce,Beauty & Personal Care,Luxury Beauty,P&Uuml;R,,37011390,"['https://images-na.ssl-images-amazon.com/images/I/51442lZZ0jL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31x7VM-uUIL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51PNVTIThZL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ZEW5%2BBOfL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41oaoIfwINL.jpg']","421,758",2 x 2 x 0.6 inches ; 0.96 ounces,1 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
775,B00KGKFFT0,Barber Grade Products Gel Pomade 12 Oz,Beauty & Personal Care,Luxury Beauty,Imperial,,5024,"['https://images-na.ssl-images-amazon.com/images/I/51id%2BS7vWdL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31hBphqOu2L.jpg']","141,598",3.7 x 3.7 x 3.2 inches,14.1 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,,
776,B00R17EWQ8,Minu Hair Mask,Beauty & Personal Care,Luxury Beauty,Davines,13.00,8004608243106,"['https://images-na.ssl-images-amazon.com/images/I/519poc1dHeL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31mAzVqndAL.jpg']","116,681",2 x 2 x 2 inches,1.6 ounces,,,,
777,B0006O4M8Q,"BLACK &ndash; Industrial Strength Hand Healer &ndash; Hard Working Hand Cream, PureScience Formula, Non-Greasy, Soothe Dry and Chapped Hands, Vitamin A and E, Macadamia Nut Oil, 3 and 16 oz.",Beauty & Personal Care,Luxury Beauty,JACK,15.00,hbf-jjj-omgh-mh7718,"['https://images-na.ssl-images-amazon.com/images/I/41Su1NQlIZL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/314avprt5GL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31lxoNdGc7L.jpg']","2,004",2.4 x 1.5 x 5.9 inches ; 3.04 ounces,3.2 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
778,B0013J8ARW,"Homme Anti-Irritation Shaving Foam, 7.06 Oz.",Beauty & Personal Care,Luxury Beauty,Vichy,13.50,927-18901,"['https://images-na.ssl-images-amazon.com/images/I/41BXY4lFiOL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21jLCcg8ZVL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/511k%2BI4VXlL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/311IHH79QYL.jpg']","72,103",2 x 2 x 7.2 inches ; 7.4 ounces,1.6 pounds,,,,
779,B0098SP1FO,Silksphere Airpod Airbrush Foundation,Beauty & Personal Care,Luxury Beauty,Temptu,45.00,78204,"['https://images-na.ssl-images-amazon.com/images/I/41sKxgh-NyL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41MsI04HjZL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51fPunSDdKL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51NDR7JOYVL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31HNVGIaqwL.jpg']","404,241",1.2 x 1.5 x 3.5 inches ; 1.8 pounds,1.6 ounces,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,
780,B01D5EUGME,Mr Burberry Eau De Toilette,Beauty & Personal Care,Luxury Beauty,Burberry,71.00,M-5188,"['https://images-na.ssl-images-amazon.com/images/I/41lTQalYX6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/3124oGdbu5L.jpg']","265,159",2.2 x 2.3 x 5 inches ; 1 pounds,10.6 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,,
781,B000NZT6KM,"Soy Lotion ,18 Fl Oz",Beauty & Personal Care,Luxury Beauty,Archipelago,25.00,27411,"['https://images-na.ssl-images-amazon.com/images/I/31wt94ojVTL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41bozUrUPLL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31sITWcu59L.jpg']","20,755",12 x 12 x 12 inches ; 1.13 pounds,1.4 pounds,,,,
782,B001G60EFI,"L&#39;Occitane Shea Butter Nail  Cuticle Cream, 0.5 oz.",Beauty & Personal Care,Luxury Beauty,,,,['https://images-na.ssl-images-amazon.com/images/I/41eag-SnO6L.jpg'],"1,033,538",6 x 5 x 4 inches ; 0.8 ounces,0.8 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,,
783,B00H91S4GU,3D Lustre/Liner,Beauty & Personal Care,Luxury Beauty,LORAC,,1420-AMETHYST,"['https://images-na.ssl-images-amazon.com/images/I/31UeKz3PnjL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31Cs8o8%2B3BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31tqGdqoYQL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31NM44hKaEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31ncIGJ4LFL.jpg']","1,639,359",4.8 x 0.8 x 1 inches ; 1 pounds,2.4 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
784,B00GUN9M46,"Germain Sexual Noir EDP Spray for Women, 4.2 Ounce",Beauty & Personal Care,Luxury Beauty,Michel,95.00,SEXN4,"['https://images-na.ssl-images-amazon.com/images/I/31cd8xxIhIL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31-A59ROqqL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41H%2BAYArP3L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31Pr8ZblzkL.jpg']","450,312",3.9 x 2.1 x 4.5 inches ; 4.2 ounces,13.6 ounces,,,,
785,B00EO882V8,Beauty Organics Boar Bristle Hair Brush,Beauty & Personal Care,Luxury Beauty,Tela,72.00,41759,"['https://images-na.ssl-images-amazon.com/images/I/41tPzxKSFBL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/214n14rK3OL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/312ClpZ9MIL.jpg']","560,927",9.5 x 3.2 x 1.8 inches,4.8 ounces,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,
786,B00KOBTJK2,"Evelyn Ultra-Moisturising Hand Cream Therapy, Verbena and Lavender de Provence, 3.5 oz",Beauty & Personal Care,Luxury Beauty,Crabtree,,044936279154,"['https://images-na.ssl-images-amazon.com/images/I/41b0Juuey9L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41bld41aK5L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Wf0eeVMwL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31MhxX4LUwL.jpg']","71,597",4.6 x 2.7 x 1.4 inches,2.4 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
787,B00F3ABZBU,Color Treat Nail Polish - Neutral Metallics,Beauty & Personal Care,Luxury Beauty,Julep,,11-01-00014-N,"['https://images-na.ssl-images-amazon.com/images/I/314tqUHW5lL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31ZkQkvwrNL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21658GEq8LL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51kZ2hM7IgL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31LhWVMvDwL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31k5hLI60XL.jpg']","927,179",,0.6 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
788,B00HNUHQGG,"Workout Wonder Invigorating Muscle Motivating Gel, 3.4 fl.oz",Beauty & Personal Care,Luxury Beauty,Mio,33.00,60455,"['https://images-na.ssl-images-amazon.com/images/I/41iRISjmmxL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41bEqPZnzbL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/410mr24SRSL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31Nc%2BUuUgAL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61m4rqoLo%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/411LsIyd-yL.jpg']","114,849",1.8 x 1.8 x 7 inches ; 5.6 ounces,10.4 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,,
789,B018GZYGFU,"Makeup Setting Spray Set + Refresh for Long Lasting Makeup Wear, 3.4 Fl. Oz.",Beauty & Personal Care,Luxury Beauty,Dermablend,24.00,,"['https://images-na.ssl-images-amazon.com/images/I/41q3VALPYHL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/310x5F1SMDL.jpg']","56,617",1.7 x 1.7 x 5 inches,3.2 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,,
790,B01ALDXEQW,"LONDON QuickFix Moisturizing Cuticle Balm, 0.33 oz.",Beauty & Personal Care,Luxury Beauty,butter,18.00,31457,"['https://images-na.ssl-images-amazon.com/images/I/31vtY3jLKOL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31o-alTtLpL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31rwZ8qNJBL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/213PJp3ZxCL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21dYdHsPlmL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31BoQ5rtV4L.jpg']","58,112",0.9 x 5.1 x 0.9 inches ; 0.8 ounces,0.8 ounces,,,,
